"","X","ISO3","Country","Province","Market","Address","latitude","longitude","ID","local_consumption"
"494",494,"DJI","Djibouti","Ali Sabieh","Ali Sabieh","Ali Sabieh, Djibouti",11.1491947,42.7124984,"DJI494",NA
"495",495,"DJI","Djibouti","Dikhil","Dikhil","Dikhil, Djibouti",11.1054336,42.3704744,"DJI495",NA
"496",496,"DJI","Djibouti","Djibouti","Arta","Arta, Djibouti",11.5255528,42.8479474,"DJI496",NA
"497",497,"DJI","Djibouti","Djibouti","Djibouti","Djibouti, Djibouti",11.825138,42.590275,"DJI497",NA
"498",498,"DJI","Djibouti","Obock","Obock","Obock, Djibouti",11.9647465,43.2884071,"DJI498",NA
"499",499,"DJI","Djibouti","Tadjourah","Tadjourah","Tadjourah, Djibouti",11.7913106,42.8796227,"DJI499",NA
"500",500,"DOM","Dominican Republic","","National Average","National Average, Dominican Republic",18.735693,-70.162651,"DOM500",6464229.5859375
"501",501,"DOM","Dominican Republic","","Santo Domingo","Santo Domingo, Dominican Republic",18.4860575,-69.9312117,"DOM501",94523116.25
"502",502,"ECU","Ecuador","Azuay","Cuenca","Cuenca, Ecuador",-2.9001285,-79.0058965,"ECU502",353400808.5625
"503",503,"ECU","Ecuador","Chimborazo","Riobamba","Riobamba, Ecuador",-1.6650227,-78.6588786,"ECU503",206426437.0625
"504",504,"ECU","Ecuador","Guayas","Guayaquil","Guayaquil, Ecuador",-2.1894128,-79.8890662,"ECU504",606043582
"505",505,"ECU","Ecuador","Manabi","Portoviejo","Portoviejo, Ecuador",-1.054723,-80.4524903,"ECU505",231092765.15625
"506",506,"ECU","Ecuador","Pichincha","Quito","Quito, Ecuador",-0.1806532,-78.4678382,"ECU506",1424339222.75
"507",507,"ECU","Ecuador","Tungurahua","Ambato","Ambato, Ecuador",-1.2543408,-78.6228504,"ECU507",327678878.875
"508",508,"EGY","Egypt","","National Average","National Average, Egypt",38.8860146,-77.0213921,"EGY508",15333868982.75
"509",509,"EGY","Egypt",NA,"Lower Egypt","Lower Egypt, Egypt",26.820553,30.802498,"EGY509",0
"510",510,"EGY","Egypt",NA,"Upper Egypt","Upper Egypt, Egypt",26.820553,30.802498,"EGY510",0
"511",511,"SLV","El Salvador","","Ahuachapan","Ahuachapan, El Salvador",13.9259486,-89.8411382,"SLV511",264472822.03125
"512",512,"SLV","El Salvador","","Chalatenango","Chalatenango, El Salvador",14.0164187,-88.9126449,"SLV512",101816724.84375
"513",513,"SLV","El Salvador","","Cojutepeque","Cojutepeque, El Salvador",13.7208503,-88.9365976,"SLV513",398806957.5
"514",514,"SLV","El Salvador","","La Union","La Union, El Salvador",13.3323464,-87.8500644,"SLV514",77527895.375
"515",515,"SLV","El Salvador","","National Average","National Average, El Salvador",13.794185,-88.89653,"SLV515",284435628.75
"516",516,"SLV","El Salvador","","San Francisco Gotera","San Francisco Gotera, El Salvador",13.6927457,-88.1047287,"SLV516",151785539.0625
"517",517,"SLV","El Salvador","","San Miquel","San Miquel, El Salvador",13.4792922,-88.1779182,"SLV517",239052112.03125
"518",518,"SLV","El Salvador","","San Salvador","San Salvador, El Salvador",13.6929403,-89.2181911,"SLV518",1352526328.125
"519",519,"SLV","El Salvador","","San Vicente","San Vicente, El Salvador",13.6390979,-88.7830612,"SLV519",208879581.09375
"520",520,"SLV","El Salvador","","Santa Ana","Santa Ana, El Salvador",13.9778279,-89.5639119,"SLV520",364976331.5625
"521",521,"SLV","El Salvador","","Sensuntepeque","Sensuntepeque, El Salvador",13.8699846,-88.6289598,"SLV521",92379123.8671875
"522",522,"SLV","El Salvador","","Sonsonate","Sonsonate, El Salvador",13.7099653,-89.7286147,"SLV522",305231098.59375
"523",523,"SLV","El Salvador","","Usulutan","Usulutan, El Salvador",13.3453114,-88.4428112,"SLV523",201660365.15625
"524",524,"SLV","El Salvador","","Zacatecoluca","Zacatecoluca, El Salvador",13.5122393,-88.8694951,"SLV524",202998524.53125
"525",525,"ERI","Eritrea","Maekel","Asmara","Asmara, Eritrea",15.3228767,38.9250517,"ERI525",898237352.287146
"526",526,"ERI","Eritrea","Semenawi Keih Bahri","Massawa","Massawa, Eritrea",15.6080391,39.4531069,"ERI526",44597070.7486733
"527",527,"ETH","Ethiopia","Addis Ababa","Addis Ababa","Addis Ababa, Ethiopia",8.9806034,38.7577605,"ETH527",10785075764.875
"528",528,"ETH","Ethiopia","Afar","Abaala","Abaala, Ethiopia",13.3564035,39.7575272,"ETH528",243872038.015625
"529",529,"ETH","Ethiopia","Afar","Asayta","Asayta, Ethiopia",11.5563486,41.4812771,"ETH529",138278969.5
"530",530,"ETH","Ethiopia","Amhara","Abomsa","Abomsa, Ethiopia",8.5897379,39.8598484,"ETH530",428847956.363281
"531",531,"ETH","Ethiopia","Amhara","Ajeber","Ajeber, Ethiopia",11.3494247,37.9784585,"ETH531",841763767.460938
"532",532,"ETH","Ethiopia","Amhara","Baher Dar","Baher Dar, Ethiopia",11.5742086,37.3613533,"ETH532",1290452573.21875
"533",533,"ETH","Ethiopia","Amhara","Bati","Bati, Ethiopia",11.1951478,40.0171564,"ETH533",529230788.125
"534",534,"ETH","Ethiopia","Amhara","Bure","Bure, Ethiopia",10.7061045,37.0668652,"ETH534",858435697.828125
"535",535,"ETH","Ethiopia","Amhara","Debark","Debark, Ethiopia",13.1509414,37.8989689,"ETH535",461177032.875
"536",536,"ETH","Ethiopia","Amhara","Debre Birhan","Debre Birhan, Ethiopia",9.6766588,39.5329976,"ETH536",662223000.679688
"537",537,"ETH","Ethiopia","Amhara","Debre Markos","Debre Markos, Ethiopia",10.3296345,37.7343987,"ETH537",841772339.640625
"538",538,"ETH","Ethiopia","Amhara","Desse","Desse, Ethiopia",11.1270398,39.6363314,"ETH538",1612960392.60938
"539",539,"ETH","Ethiopia","Amhara","Ebinat","Ebinat, Ethiopia",12.1229834,38.0499201,"ETH539",537292833.203125
"540",540,"ETH","Ethiopia","Amhara","Gonder","Gonder, Ethiopia",12.6030181,37.4521319,"ETH540",1436380684.48438
"541",541,"ETH","Ethiopia","Amhara","Kobo","Kobo, Ethiopia",12.1536535,39.6363314,"ETH541",528658130.554688
"542",542,"ETH","Ethiopia","Amhara","Mota","Mota, Ethiopia",11.0785015,37.8777561,"ETH542",902600226.976562
"543",543,"ETH","Ethiopia","Amhara","Robit","Robit, Ethiopia",9.9932482,39.8964772,"ETH543",636119694.460938
"544",544,"ETH","Ethiopia","Amhara","Sekota","Sekota, Ethiopia",12.6287684,39.0372067,"ETH544",352673859.21875
"545",545,"ETH","Ethiopia","Beneshangul Gumu","Assosa","Assosa, Ethiopia",10.0619827,34.5473005,"ETH545",160395372.929688
"546",546,"ETH","Ethiopia","Dire Dawa","Dire Dawa","Dire Dawa, Ethiopia",9.6008747,41.850142,"ETH546",926528297.640625
"547",547,"ETH","Ethiopia","Gambela","Gambela","Gambela, Ethiopia",8.2471899,34.5915966,"ETH547",155278845.685547
"548",548,"ETH","Ethiopia","Gambela","Meti","Meti, Ethiopia",8.4414332,36.6394736,"ETH548",430703323.730469
"549",549,"ETH","Ethiopia","Oromia","Ambo","Ambo, Ethiopia",8.9580605,37.9321008,"ETH549",707589193.5625
"550",550,"ETH","Ethiopia","Oromia","Assela","Assela, Ethiopia",7.9621285,39.1283506,"ETH550",866265155.09375
"551",551,"ETH","Ethiopia","Oromia","Babile","Babile, Ethiopia",9.2219852,42.3298717,"ETH551",677726477.015625
"552",552,"ETH","Ethiopia","Oromia","Beddenno","Beddenno, Ethiopia",7.5460377,40.6346851,"ETH552",197441171.423828
"553",553,"ETH","Ethiopia","Oromia","Bedessa","Bedessa, Ethiopia",8.9040388,40.7817252,"ETH553",915475820.703125
"554",554,"ETH","Ethiopia","Oromia","Deder","Deder, Ethiopia",9.3218872,41.4462559,"ETH554",1662720397.0625
"555",555,"ETH","Ethiopia","Oromia","Delo","Delo, Ethiopia",7.2567307,40.4663498,"ETH555",249551391.798828
"556",556,"ETH","Ethiopia","Oromia","Derashe","Derashe, Ethiopia",5.5904778,37.2115829,"ETH556",412495444.59375
"557",557,"ETH","Ethiopia","Oromia","Gordamole","Gordamole, Ethiopia",7.5460377,40.6346851,"ETH557",197441171.423828
"558",558,"ETH","Ethiopia","Oromia","Jimma","Jimma, Ethiopia",7.6738908,36.8357927,"ETH558",1548265613
"559",559,"ETH","Ethiopia","Oromia","Kersa","Kersa, Ethiopia",9.2486,41.662164,"ETH559",1409780071.95312
"560",560,"ETH","Ethiopia","Oromia","Merti","Merti, Ethiopia",8.5068863,39.8579118,"ETH560",486073310.253906
"561",561,"ETH","Ethiopia","Oromia","Nazareth","Nazareth, Ethiopia",8.5263486,39.2583293,"ETH561",1501364040.82812
"562",562,"ETH","Ethiopia","Oromia","Nekempt","Nekempt, Ethiopia",9.0893009,36.5553864,"ETH562",764515899.90625
"563",563,"ETH","Ethiopia","Oromia","Robe","Robe, Ethiopia",7.1199031,40.0068953,"ETH563",617819649.40625
"564",564,"ETH","Ethiopia","Oromia","Shashemene","Shashemene, Ethiopia",7.1972968,38.6005328,"ETH564",2006089784.65625
"565",565,"ETH","Ethiopia","Oromia","Wolenchiti","Wolenchiti, Ethiopia",8.6610222,39.4294912,"ETH565",561781632.320312
"566",566,"ETH","Ethiopia","Oromia","Woliso","Woliso, Ethiopia",8.538323,37.973162,"ETH566",947975831.273438
"567",567,"ETH","Ethiopia","Oromia","Yabelo","Yabelo, Ethiopia",4.8949753,38.1001629,"ETH567",78519000.4130859
"568",568,"ETH","Ethiopia","Oromia","Ziway","Ziway, Ethiopia",7.92772,38.7211079,"ETH568",614498499.257812
"569",569,"ETH","Ethiopia","SNNPR","Amaro","Amaro, Ethiopia",5.826889,37.7237678,"ETH569",409081349.238281
"570",570,"ETH","Ethiopia","SNNPR","Aroresa","Aroresa, Ethiopia",6.3345556,39.0046048,"ETH570",995434774.960938
"571",571,"ETH","Ethiopia","SNNPR","Awassa Zuriya","Awassa Zuriya, Ethiopia",7.0503742,38.4955043,"ETH571",2910740321.15625
"572",572,"ETH","Ethiopia","SNNPR","Gamo Gofa","Gamo Gofa, Ethiopia",6.3609074,37.1258593,"ETH572",541262711.523438
"573",573,"ETH","Ethiopia","SNNPR","Hossana","Hossana, Ethiopia",7.5531942,37.8618422,"ETH573",1759319990.23438
"574",574,"ETH","Ethiopia","SNNPR","Karati","Karati, Ethiopia",5.3404492,37.4387894,"ETH574",475029435.46875
"575",575,"ETH","Ethiopia","SNNPR","Sodo","Sodo, Ethiopia",6.8528087,37.7609688,"ETH575",1964314256.04688
"576",576,"ETH","Ethiopia","SNNPR","Turmi","Turmi, Ethiopia",4.9640933,36.4878241,"ETH576",45569920.7739258
"577",577,"ETH","Ethiopia","SNNPR","Wonago","Wonago, Ethiopia",6.3179609,38.2598983,"ETH577",2217383103.90625
"578",578,"ETH","Ethiopia","Somali","Gode","Gode, Ethiopia",5.9484979,43.5655004,"ETH578",123831879.433594
"579",579,"ETH","Ethiopia","Somali","Jijiga","Jijiga, Ethiopia",9.3567838,42.7955185,"ETH579",599405888.09375
"580",580,"ETH","Ethiopia","Tigray","Abi Adi","Abi Adi, Ethiopia",13.6237553,39.0020164,"ETH580",475280036.847656
"581",581,"ETH","Ethiopia","Tigray","Adigrat","Adigrat, Ethiopia",14.278304,39.4605612,"ETH581",842080218.765625
"582",582,"ETH","Ethiopia","Tigray","Adwa","Adwa, Ethiopia",14.1636465,38.8937176,"ETH582",885029776.320312
"583",583,"ETH","Ethiopia","Tigray","Alamata","Alamata, Ethiopia",12.41967,39.5536782,"ETH583",680753595.40625
"584",584,"ETH","Ethiopia","Tigray","Hawzien","Hawzien, Ethiopia",13.9795739,39.4294912,"ETH584",588768592.390625
"585",585,"ETH","Ethiopia","Tigray","Humera","Humera, Ethiopia",14.2866615,36.6096306,"ETH585",160702697.560547
"586",586,"ETH","Ethiopia","Tigray","Korem","Korem, Ethiopia",12.5073384,39.5200688,"ETH586",684174314.71875
"587",587,"ETH","Ethiopia","Tigray","Mekele","Mekele, Ethiopia",13.4935504,39.465738,"ETH587",1160558034.6875
"588",588,"ETH","Ethiopia","Tigray","Sik'ela","Sik'ela, Ethiopia",10.9154726,37.5310584,"ETH588",939832919.96875
"589",589,"ETH","Ethiopia","Tigray","Wekro","Wekro, Ethiopia",13.7843829,39.6053494,"ETH589",571347105.835938
"590",590,"GAB","Gabon","Estuaire","Libreville","Libreville, Gabon",0.4161976,9.4672676,"GAB590",19612698.125
"591",591,"GMB","Gambia","Central River","Bansang","Bansang, Gambia",13.4347156,-14.6573246,"GMB591",2301534.3828125
"592",592,"GMB","Gambia","Central River","Brikamaba","Brikamaba, Gambia",13.5365174,-14.9315847,"GMB592",2071861.078125
"593",593,"GMB","Gambia","Central River","Jarreng","Jarreng, Gambia",13.6218577,-15.1916922,"GMB593",1901845.203125
"594",594,"GMB","Gambia","Central River","Kaur Wharf Town","Kaur Wharf Town, Gambia",13.7100556,-15.3336087,"GMB594",2653545.37109375
"595",595,"GMB","Gambia","Central River","Kuntaur","Kuntaur, Gambia",13.6707177,-14.8899772,"GMB595",1871875.9296875
"596",596,"GMB","Gambia","Central River","Wassu","Wassu, Gambia",13.6868427,-14.8797594,"GMB596",1730067.32226562
"597",597,"GMB","Gambia","Central River","Wellingara","Wellingara, Gambia",13.403847,-16.675262,"GMB597",19299961.34375
"598",598,"GMB","Gambia","Kanifing Municipal Council","Bakau","Bakau, Gambia",13.4794397,-16.6703963,"GMB598",17122361.25
"599",599,"GMB","Gambia","Kanifing Municipal Council","Banjul","Banjul, Gambia",13.4548761,-16.5790323,"GMB599",17148061.28125
"600",600,"GMB","Gambia","Kanifing Municipal Council","Latri kunda","Latri kunda, Gambia",13.4492021,-16.683662,"GMB600",17865344.78125
"601",601,"GMB","Gambia","Kanifing Municipal Council","Serrekunda","Serrekunda, Gambia",13.4502991,-16.6880841,"GMB601",17811802.96875
"602",602,"GMB","Gambia","Lower River","Kwinella Nya Kunda","Kwinella Nya Kunda, Gambia",13.3955228,-15.7982094,"GMB602",1674455.69726562
"603",603,"GMB","Gambia","Lower River","Soma","Soma, Gambia",13.4442078,-15.5386447,"GMB603",2617257.2734375
"604",604,"GMB","Gambia","North Bank","Essau / Barra","Essau / Barra, Gambia",13.4865118,-16.5451491,"GMB604",15247245.65625
"605",605,"GMB","Gambia","North Bank","Farafenni","Farafenni, Gambia",13.5722578,-15.6002024,"GMB605",3560342.953125
"606",606,"GMB","Gambia","North Bank","Ker Pate Kore","Ker Pate Kore, Gambia",13.5285436,-16.0169971,"GMB606",2667046.96484375
"607",607,"GMB","Gambia","North Bank","Kerewan","Kerewan, Gambia",13.44982,-14.593829,"GMB607",2374707.47265625
"608",608,"GMB","Gambia","North Bank","Lamin","Lamin, Gambia",13.3834592,-16.6438673,"GMB608",19956221.875
"609",609,"GMB","Gambia","North Bank","Ndugu Kebbeh","Ndugu Kebbeh, Gambia",13.5393781,-16.3198908,"GMB609",3134276.6953125
"610",610,"GMB","Gambia","Upper River","Basse Santa su","Basse Santa su, Gambia",13.3094412,-14.2192475,"GMB610",2993087.51953125
"611",611,"GMB","Gambia","Upper River","Sare Bojo","Sare Bojo, Gambia",13.323698,-14.524027,"GMB611",2265157.98828125
"612",612,"GMB","Gambia","Upper River","Sare Ngai","Sare Ngai, Gambia",13.2887989,-14.151174,"GMB612",2967174
"613",613,"GMB","Gambia","West Coast","Brikama","Brikama, Gambia",13.2747943,-16.6409198,"GMB613",17617179.3125
"614",614,"GMB","Gambia","West Coast","Gunjur","Gunjur, Gambia",13.1806725,-16.7559004,"GMB614",5701089.84375
"615",615,"GMB","Gambia","West Coast","Kalagi","Kalagi, Gambia",13.2474782,-15.8363687,"GMB615",1461952.125
"616",616,"GMB","Gambia","West Coast","Sibanor","Sibanor, Gambia",13.2062894,-16.1963248,"GMB616",1619580.8125
"617",617,"GEO","Georgia","Tbilisi","Tbilisi","Tbilisi, Georgia",41.7151377,44.827096,"GEO617",348608857
"618",618,"GHA","Ghana","Ashanti","Ejura","Ejura, Ghana",7.3847202,-1.3589807,"GHA618",111037538.746094
"619",619,"GHA","Ghana","Ashanti","Kumasi","Kumasi, Ghana",6.6666004,-1.6162709,"GHA619",2214210819.5625
"620",620,"GHA","Ghana","Ashanti","Obuasi","Obuasi, Ghana",6.2012073,-1.6912512,"GHA620",285270695.023438
"621",621,"GHA","Ghana","Brong Ahafo","Badu","Badu, Ghana",29.7001034,-95.3889654,"GHA621",2184389767.5
"622",622,"GHA","Ghana","Brong Ahafo","Kajeji","Kajeji, Ghana",7.6111895,-0.4502368,"GHA622",21087593.1943359
"623",623,"GHA","Ghana","Brong Ahafo","Kintampo","Kintampo, Ghana",8.0592612,-1.7295503,"GHA623",49321311.0546875
"624",624,"GHA","Ghana","Brong Ahafo","Sunyani","Sunyani, Ghana",7.3349414,-2.3123031,"GHA624",193171160.15625
"625",625,"GHA","Ghana","Brong Ahafo","Techiman","Techiman, Ghana",7.5908801,-1.9343555,"GHA625",238043939.375
"626",626,"GHA","Ghana","Brong Ahafo","Yeji","Yeji, Ghana",8.2262386,-0.6535914,"GHA626",30018353.7392578
"627",627,"GHA","Ghana","Central","Cape Coast","Cape Coast, Ghana",5.13151,-1.2794744,"GHA627",358445245.9375
"628",628,"GHA","Ghana","Central","Mankessim","Mankessim, Ghana",5.2728442,-1.0155385,"GHA628",314041347.96875
"629",629,"GHA","Ghana","Eastern","Koforidua","Koforidua, Ghana",6.0784427,-0.2713944,"GHA629",460149859.375
"630",630,"GHA","Ghana","Greater Accra","Accra","Accra, Ghana",5.6037168,-0.1869644,"GHA630",2935824210
"631",631,"GHA","Ghana","Greater Accra","Tema","Tema, Ghana",5.7348119,0.0302354,"GHA631",720794104.59375
"632",632,"GHA","Ghana","Northern","Banda","Banda, Ghana",8.1645625,-2.3557099,"GHA632",37041620.4492188
"633",633,"GHA","Ghana","Northern","Bimbilla","Bimbilla, Ghana",8.8528115,0.0606637,"GHA633",72752604.5683594
"634",634,"GHA","Ghana","Northern","Bunkprugu","Bunkprugu, Ghana",10.5127231,0.098043,"GHA634",140184179.824219
"635",635,"GHA","Ghana","Northern","Gushegu","Gushegu, Ghana",9.9212941,-0.2174318,"GHA635",44744370.7734375
"636",636,"GHA","Ghana","Northern","Kpandai","Kpandai, Ghana",8.4705282,-0.0116586,"GHA636",77127066.2636719
"637",637,"GHA","Ghana","Northern","Nalerigu","Nalerigu, Ghana",10.523772,-0.3701276,"GHA637",97959871.25
"638",638,"GHA","Ghana","Northern","Saboba","Saboba, Ghana",9.7064051,0.3136781,"GHA638",53595182.6308594
"639",639,"GHA","Ghana","Northern","Tamale","Tamale, Ghana",9.4034226,-0.842416,"GHA639",368441170.625
"640",640,"GHA","Ghana","Northern","Yendi","Yendi, Ghana",9.4450438,-0.0093266,"GHA640",59232750.7792969
"641",641,"GHA","Ghana","Northern","Zabzugu","Zabzugu, Ghana",9.295001,0.3701276,"GHA641",68292421.0546875
"642",642,"GHA","Ghana","Upper East","Bawku","Bawku, Ghana",11.0541118,-0.2385387,"GHA642",247221272.5
"643",643,"GHA","Ghana","Upper East","Bolga","Bolga, Ghana",10.7875419,-0.8579818,"GHA643",297358716.382812
"644",644,"GHA","Ghana","Upper East","Bongo","Bongo, Ghana",10.9090167,-0.8079772,"GHA644",254465006.835938
"645",645,"GHA","Ghana","Upper East","Fumbisi","Fumbisi, Ghana",10.4510501,-1.3059599,"GHA645",56567771.6015625
"646",646,"GHA","Ghana","Upper East","Garu","Garu, Ghana",10.8535609,-0.1799368,"GHA646",255891667.96875
"647",647,"GHA","Ghana","Upper East","Navrongo","Navrongo, Ghana",10.8940247,-1.0921473,"GHA647",163251843.828125
"648",648,"GHA","Ghana","Upper West","Jirapa","Jirapa, Ghana",10.5237742,-2.7033575,"GHA648",88107633.515625
"649",649,"GHA","Ghana","Upper West","Lawra","Lawra, Ghana",10.6458978,-2.8826534,"GHA649",114007183.75
"650",650,"GHA","Ghana","Upper West","Nadowli","Nadowli, Ghana",10.3668941,-2.6636066,"GHA650",58274679.9609375
"651",651,"GHA","Ghana","Upper West","Tumu","Tumu, Ghana",10.8782988,-1.9832594,"GHA651",29647448.59375
"652",652,"GHA","Ghana","Upper West","Wa","Wa, Ghana",10.0600742,-2.5098914,"GHA652",78487645.3125
"653",653,"GHA","Ghana","Upper West","Wichau","Wichau, Ghana",9.826015,-2.680434,"GHA653",65603239.84375
"654",654,"GHA","Ghana","Volta","Dambai","Dambai, Ghana",8.0601167,0.1846217,"GHA654",70069479.3359375
"655",655,"GHA","Ghana","Volta","Ho","Ho, Ghana",6.6101493,0.4785495,"GHA655",238938923.4375
"656",656,"GHA","Ghana","Volta","Kadjebi","Kadjebi, Ghana",7.5298852,0.4738293,"GHA656",112324135.546875
"657",657,"GHA","Ghana","Volta","Kete Krachi","Kete Krachi, Ghana",7.8014452,-0.0513246,"GHA657",37096169.8242188
"658",658,"GHA","Ghana","Volta","Kpassa","Kpassa, Ghana",8.4896165,0.3042778,"GHA658",68631319.0234375
"659",659,"GHA","Ghana","Volta","Nkwanta","Nkwanta, Ghana",8.2603111,0.5221093,"GHA659",49845007.96875
"660",660,"GHA","Ghana","Western","Sekondi/Takoradi","Sekondi/Takoradi, Ghana",4.9015794,-1.7830973,"GHA660",585190440.65625
"661",661,"GTM","Guatemala","","La Terminal","La Terminal, Guatemala",14.6181032,-90.5224454,"GTM661",3376497395.5
"662",662,"GTM","Guatemala","","National Average","National Average, Guatemala",15.783471,-90.230759,"GTM662",116772373.609375
"663",663,"GIN","Guinea","Boke","Boke","Boke, Guinea",10.9406953,-14.2802961,"GIN663",43001590.5078125
"664",664,"GIN","Guinea","Boke","Koundara","Koundara, Guinea",12.4894021,-13.3067562,"GIN664",19568550.8007812
"665",665,"GIN","Guinea","Boke","Tanène","Tanène, Guinea",-5.0122202,141.3470159,"GIN665",1975400.24902344
"666",666,"GIN","Guinea","Conakry","Conakry","Conakry, Guinea",9.6411855,-13.5784012,"GIN666",750002456.25
"667",667,"GIN","Guinea","Conakry","Concasseur","Concasseur, Guinea",9.5702401,-13.6499632,"GIN667",616887835.625
"668",668,"GIN","Guinea","Conakry","Madina","Madina, Guinea",11.1955634,-12.5470132,"GIN668",66748769.2578125
"669",669,"GIN","Guinea","Conakry","Yéguéma","Yéguéma, Guinea",38.9296156,-77.0497844,"GIN669",1260460802.5
"670",670,"GIN","Guinea","Conakry","Yimbaya marché","Yimbaya marché, Guinea",9.6411855,-13.5784012,"GIN670",750002456.25
"671",671,"GIN","Guinea","Faranah","Faranah","Faranah, Guinea",10.0451022,-10.7492466,"GIN671",36849500.1171875
"672",672,"GIN","Guinea","Faranah","Kissidougou","Kissidougou, Guinea",9.1914538,-10.1143176,"GIN672",67221345.625
"673",673,"GIN","Guinea","Kankan","Dibida (Kankan)","Dibida (Kankan), Guinea",10.3827887,-9.3118282,"GIN673",84883024.765625
"674",674,"GIN","Guinea","Kindia","Kindia","Kindia, Guinea",10.0406725,-12.8629885,"GIN674",64472975.390625
"675",675,"GIN","Guinea","Labe","Marché central (Labé)","Marché central (Labé), Guinea",38.8928441,-77.0403808,"GIN675",1240450598.75
"676",676,"GIN","Guinea","Mamou","Mamou","Mamou, Guinea",10.3785237,-12.0832543,"GIN676",51944056.9921875
"677",677,"GIN","Guinea","Nzerekore","Beyla","Beyla, Guinea",8.6884098,-8.6435589,"GIN677",17971807.7734375
"678",678,"GIN","Guinea","Nzerekore","Grand marché (Nzerekore)","Grand marché (Nzerekore), Guinea",7.7564648,-8.8089069,"GIN678",110726985.546875
"679",679,"GIN","Guinea","Nzerekore","Gueckedou","Gueckedou, Guinea",8.5649688,-10.1311163,"GIN679",91068719.84375
"680",680,"GIN","Guinea","Nzerekore","Lola","Lola, Guinea",7.8022353,-8.5336525,"GIN680",49916787.34375
"681",681,"GIN","Guinea","Nzerekore","Macenta","Macenta, Guinea",8.538294,-9.4728244,"GIN681",50086536.9921875
"682",682,"GNB","Guinea-Bissau","Bafata","Kirintim","Kirintim, Guinea-Bissau",12.1735243,-14.652952,"GNB682",1203557.77734375
"683",683,"GNB","Guinea-Bissau","Sector Autonomo De Bissau","Bandim","Bandim, Guinea-Bissau",11.8510814,-15.5958047,"GNB683",6339004.28125
"684",684,"HTI","Haiti","Artibonite","Gonaives","Gonaives, Haiti",19.4511496,-72.6801576,"HTI684",76142053.671875
"685",685,"HTI","Haiti","Centre","Hinche","Hinche, Haiti",19.1411602,-72.014223,"HTI685",42726859.9609375
"686",686,"HTI","Haiti","Grande Anse","Jeremie","Jeremie, Haiti",18.6389698,-74.1181234,"HTI686",32536395.546875
"687",687,"HTI","Haiti","Nord","Cap-Haitien","Cap-Haitien, Haiti",19.7370362,-72.2067681,"HTI687",89664452.578125
"688",688,"HTI","Haiti","Nord Est","Ouanaminthe","Ouanaminthe, Haiti",19.5473723,-71.7296249,"HTI688",41648813.1640625
"689",689,"HTI","Haiti","Nord Ouest","Port-de-Paix","Port-de-Paix, Haiti",19.9348887,-72.8308692,"HTI689",65238045.390625
"690",690,"HTI","Haiti","Ouest","Port-au-Prince","Port-au-Prince, Haiti",18.594395,-72.3074326,"HTI690",494787173.75
"691",691,"HTI","Haiti","Sud","Cayes","Cayes, Haiti",18.2042851,-73.7536695,"HTI691",65261006.5625
"692",692,"HTI","Haiti","Sud Est","Jacmel","Jacmel, Haiti",18.2430063,-72.5263984,"HTI692",51239738.75
"693",693,"HTI","Haiti",NA,"Fond-des-Negres","Fond-des-Negres, Haiti",18.3675276,-73.226405,"HTI693",46003278.4765625
"694",694,"HTI","Haiti",NA,"Port-au-Prince, Croix-de-Bossales","Port-au-Prince, Croix-de-Bossales, Haiti",18.5579439,-72.3377728,"HTI694",494918936.25
"695",695,"HND","Honduras","","National Average","National Average, Honduras",38.8928441,-77.0403808,"HND695",1215301001
"696",696,"HND","Honduras","","San Pedro Sula","San Pedro Sula, Honduras",15.5038827,-88.0138619,"HND696",363893411.625
"697",697,"HND","Honduras","","Tegucigalpa","Tegucigalpa, Honduras",14.065049,-87.1715002,"HND697",286464028.6875
"698",698,"IND","India",NA,"New Delhi","New Delhi, India",28.6139391,77.2090212,"IND698",207610188478
"699",699,"IDN","Indonesia","","National Average","National Average, Indonesia",44.427963,-110.588455,"IDN699",361896.067611694
"700",700,"IRN","Iran  (Islamic Republic of)","Tehran","Tehran Market","Tehran Market, Iran  (Islamic Republic of)",34.027403,-118.4885677,"IRN700",4432946443.75
"701",701,"IRQ","Iraq","","Al-Muthana","Al-Muthana, Iraq",29.9133171,45.2993862,"IRQ701",59131.2169189453
"702",702,"IRQ","Iraq","","Alanbar","Alanbar, Iraq",32.5597614,41.9196471,"IRQ702",112397.692672729
"703",703,"IRQ","Iraq","","Babylon","Babylon, Iraq",32.468191,44.5501935,"IRQ703",97604606.515625
"704",704,"IRQ","Iraq","","Baghdad","Baghdad, Iraq",33.315241,44.3660671,"IRQ704",1239820008.75
"705",705,"IRQ","Iraq","","Basra","Basra, Iraq",30.5257657,47.773797,"IRQ705",203615847.25
"706",706,"IRQ","Iraq","","Dohuk","Dohuk, Iraq",36.8632107,42.9884805,"IRQ706",84801494.890625
"707",707,"IRQ","Iraq","","Dyala","Dyala, Iraq",33.7733487,45.1494505,"IRQ707",10706352.1523438
"708",708,"IRQ","Iraq","","Erbil","Erbil, Iraq",36.190073,43.9930303,"IRQ708",59526919.203125
"709",709,"IRQ","Iraq","","Karbala","Karbala, Iraq",32.6027147,44.0196987,"IRQ709",96131859.0625
"710",710,"IRQ","Iraq","","Kerkuk","Kerkuk, Iraq",35.4666329,44.3798895,"IRQ710",67613647.6875
"711",711,"IRQ","Iraq","","Missan","Missan, Iraq",31.8734002,47.1362125,"IRQ711",29167725.3828125
